Varient_Name,Average_stars,Review_title,User_rating,Review_description
Bajaj Pulsar N250,4.1,DEFINITELY TOP NOTCH,5,"This bike is my favorite right now. Its looks are attractive and stylish. It also comes as an all-rounder with speed, braking, mileage, and comfort, all at a very reasonable price."
Bajaj Platina 110,4,Bajaj Platina 110 - For daily ride,5,"Bajaj Platina 110 I've had this bike for two months, and it performs well for daily riding. However, the bike vibrates when the speedometer reaches 50. Okay, its not a race bike, so we must also take that into account.the whole its a fantastic bike for commutes and everyday communications."
Bajaj Platina 110,4,Impressive Commuter - Platina 110,4,"The Bajaj Platina 110 is an impressive commuter bike with great fuel economy and comfortable riding experience. The suspension system does an excellent job of absorbing bumps on the road, and the bike's lightweight design makes it easy to maneuver through traffic."
Bajaj Platina 110,4,Bajaj Platina 110- excellent performance,5,"The finest feature of this bike is its excellent performance and pickup, comfortable seating, and milega of roughly 80 kmpl. Excellent choice for individuals searching for a bike for their daily transportation within their budget."
Bajaj Platina 110,4,Lacks Features - Platina 110,3,"The Bajaj Platina 110 lacks some modern features, which makes it feel outdated compared to other bikes in the market. The seat is not very comfortable for long rides, and the engine lacks power and struggles to climb hills. Additionally, the quality of the bike's components, such as the brakes and switches, could be improved."
Bajaj Platina 110,4,Bajaj Platina 110 my experience,4,"I purchased the bike on November 21, 2020, and I am still riding it without any issues. I am quite pleased with the bike and am only refilling and riding. Despite my extensive travels, I experienced no physical discomfort. Good mileage is between 60 and 65. You purchase it as well; the bike now has an ABS system, the break is excellent, and everything is in order. I'm very excited to ride this bike."
Bajaj Platina 110,4,Bajaj Platina 110 Amazing mileage,5,"Best driving experience, best seating, best pickup, and simple maintenance. Excellent design and easily accessible service stations that are everywhere. Long distance driving is simple and the seats are pleasant. My brother and I love it . There are no drawbacks, and this car's disc brakes are its best feature."
Bajaj Platina 110,4,Bajaj Platina 110 The bike is fantastic,5,"In just three months, I've driven a bike over 4000 kilometres. The engine is extremely efficient. When riding on roads, a disc brake is extremely helpful. Breaks are superior to the original Platina 100 cc. The top pace is approximately 95 km/l, and the bike has no vibrations up to 70-75 km/l. I received 85 km/l on roads and 55-60 km/l in traffic. The bike has a very attractive appearance."
Bajaj Platina 110,4,Best Bike In Segment,5,"Platina 110 is one of the finest bike in 110cc segment. At the price of 70k you can reasonably everything what you can seek for. The best thing in Platina 110 is its mileage, you can ride around 70kmpl. Digital display, modern design, disk brake, comfortable seat, etc. I mean how Bajaj can offer everything only at this much price. Platina 110 is definitely won my heart."
Bajaj Avenger Street 160,4.1,Best For All Streets,4,"The Bajaj Avenger Street 160 is a fabulous bike that is just so attractive. It comes in two different color variants: black and red. It looks good in both colors and leaving that. It's affordable as well and comes for 1.17 lakhs. It has an engine of 160 ccs and a high mileage of about 50 km. It's a great bike for highway rides and city life at the same time. Overall, in my opinion, it could be said that it provides you with several features and comforts."
Bajaj Dominar 250,4.1,Good Bike,5,"It is a very good buy. It has a very good speed. It is a great bike to buy, and this bike is always a nice choice."
Bajaj Pulsar N160,4.2,Best In 160 Segment,4,"In the 160 series, it offers the best mileage of around 50, compared to other bikes. In terms of features and looks, it's the best. On the safety point, the dual-channel ABS works great. Personally, I would say that if you're considering a new bike, you must take a test ride of it. You won't be disappointed. However, the after-sales service is not good, as I feel let down by the showroom."
Bajaj Platina 100,4.2,Bajaj Platina 100 my experience,3,"In 2018, I purchased a bajaj platina 100cc variant with a manual start. I looked for a bike with excellent fuel before deciding to purchase Platina. I initially achieved a range of 90 km per litre. Speaking of biking, I suggest it's fine. You can only travel at 60 km/h or less because any faster causes the bike to tremble.Any time a price range forces you to choose between features, you opt for the bike with the best mpg."
Bajaj Platina 100,4.2,Budget Friendly Platina bike,4,"Bajaj Platina 100 is a budget-friendly commuter bike known for its fuel efficiency, comfortable riding experience, and low maintenance costs. It offers decent performance for city commuting, but lacks advanced features and may feel basic to some users. Overall, it's a practical choice for those seeking a reliable and affordable daily commuter."
Bajaj Platina 100,4.2,Platina - A Great Value For Money,3,"Bajaj Platina 100 has a clean, modern appearance with beautiful graphics and a chic instrument panel. The rider and pillion have plenty of room on the broad, comfy seat. With accurate and quick controls that make it simple to ride in traffic and on twisting roads, the bike's handling is also outstanding. In the end, the Bajaj Platina 100 is a fantastic bike with exceptional value. The Platina 100 is undoubtedly a bike worth taking into consideration if you're searching for a dependable and effective commuting bike that won't break the bank."
Bajaj Platina 100,4.2,milage bike ,4,It's a good one for milage and also good for comfort but its features are fewer but the comfort of the bike is very smooth.
Bajaj Platina 100,4.2,My Personal Experience With Platina,4,My experience is awesome on Bajaj Platina 100. because its mileage is good in that price range and overall my experience is nice.
Bajaj Platina 110,4,Platina comfotec ke shocker bilkul ghatiya hain Ekta Bajaj Karnal.,1, Dosto Manik Bajaj bike kharidi thi July mahine mein is bike front shocker leak ho gayi hai Main Jab company mein jaake Shikayat kare the company wale ne bola soccer ki koi guarantee warranty nahi hai isme aap ko charge Dena Padega labour nahi Lenge Hum Maine Kaha thik hai charge de dunga j dene ko taiyar Hoon unhone kaha ke Hamare Paas mechanicNahi Hai kam karne ke liye mechanic nahi Hamare Paas kaam karne ke liye mechanic nahi hai aapko Ek week baad Aana Padega company ke pass advertisement ke liye paise  lekin mechanic nahi rakhte hain lekin mechanic nahi Rakh Sakte company aap logo se Yahi kahunga ki Bajaj ki bike mat le uski quality bilkul ghatiya hai his gaadi mein two months mein shocker bol jate hain wo kya warranty tak chalegi thanks 
Bajaj Platina 110,4,Overall good,4,Good in everything except that I am not comfortable in the seating. My back bone pains while riding. But yes m enjoying d mileage.. suspension is also good. But a little sound from front suspension may b cuz of rain. Pillon seater are always happy due to big seating and wide footrest... overall m happy...
Bajaj Platina 110,4,Excellent mileage  and easy ride.Best for single ride.best bike in this price r and engine capacity,4,My bike is comfortec with drl. It gives excellent milage.I prefer this for single rider.But also it's not bad for double riders. But considering the engine capacity it is best for single ride. some problem with breaking system. it gives noisy sound when put the rear break. but break is not bad. fuel efficiency is better when ride between 50 kmph and 60 kmph .  usually  my max speed is around 75 kmph. But it can be more. in highways it gives 85 kmpl mileage. in city roads with traffic gives around 70 kmpl mileage. average mileage is about 78 kmpl.
Bajaj Platina 110,4,Excellent Milage Bike Suparb...!,5,"It is suitable for daily usage. Milage is very good. 70kmpl per litre petrol. Engine is smooth running. No any troubles. Only thing is in 4th gear, pickup is very low. In cities it requires 3rd gear only. Overall I have giving 5 star to this bike. In these costly petrol price this bikes saves our money. I suggest everyone to have this platina BS4 bike....RAM Sandur. Karnataka."
Bajaj Platina 110,4,"Driving it since 2006 done 1,47300kms",5,One of the best bike from Bajaj motors till date. I bought it for 40500inr and trust me it's worth every penny of it.
Bajaj Platina 110,4,Working fine but need to work on its headlight,4,"Its been 12years when i got this bike and till now it never required to open its engine once and run as smooth as it was in starting. totally satisfied with its performance. Only flau is its headlight. It is not up to the mark. apart of this, this is fab for daily use specially if you are riding upto 40-80KM per day"
Bajaj Platina 110,4,Smooth bike.,5,"Bajaj Platina Comfortec is one of the best sold bike from Bajaj , with good mileage and efficient looks ."
Bajaj Platina 110,4,Worst bike in India from Bajaj Motors,1,I don't want to give a single star to Bajaj Platina no need to give any stars because of worst performance and  less mileage (<40 only)
Bajaj Platina 110,4,Not given mileage,1,Bajaj Platina is not giving the same mileage as claimed from company and engine is also not smooth as expected.   
Bajaj Platina 110,4,My Platina experience ,3,"Platina comfotec 2018 model city mileage is 49kms per litre with my bike. With pillion the bike is quite difficult to handle in slow traffic, due to its longer seat and lighter weight. Electric startup problems too. "
Bajaj Platina 110,4,Hats off to Bajaj.. ,5,Excellent mileage bike purchased 6month back running 9000km I'm getting 80kmpl at bangalore City. 
Bajaj Platina 110,4,"West of mileage Bajaj Platina Comfortec Don,t Buy  ",1,"I had purchased 2018 Jan Platina  Comfortec 102cc, i had driven almost 9k KMS at the time of purchase company was claiming about 104 Mileage But not getting below 50 km per liter ."
Bajaj Platina 110,4,Poor suspension system,3,"Not that good.They said that it is good in suspension but it is like any other bike.Did not find any difference between other bike and platina comfortec 100.Infact,other bike seems better than this one.My old bike is Yamaha Crux.It is far better when compared."
Bajaj Platina 110,4,Excellent Bike,5,Excellent bike with great mileage From Bajaj .Good for family person
Bajaj Platina 110,4,Best bike in india compair to other brand in this segment,5,"Best bike, best mileage, best service, best ride quality, best comfort, best pickup I have use Platina from 2007 and this is my second Platina bike."
Bajaj Platina 110,4,Very very nice,5,Palatina new model is very nice and light function high-quality products.
Bajaj Platina 110,4,Best bike for economic class,5,"Bajaj Platina 100 is the best bike for those who prefer milage better look and feel.Its very interesting to the accessories and specification of the bike at low cost.This is the best bike for middle class income people .Smooth and clean.No complications also.Awesome experience and better feel.Its silver alloy wheels and heat shield are really good compred to other bikes.The deseign of the bike is also really nice.It is a light weight vehicle which makes it attractive to users.Reallly good one for all types of peopleIn mileage , speed , looks this bike is awesome using it from past 2-3 years this is awesome !!! speed limit is ok not so fast nor so slow maximum reaches 100km on highways or straight blank road :) petrol effiecient saves money too "
Bajaj Platina 110,4,Paltina is the best for me,4,"Hello friend I have buy a bike that is platina as I think that as like it's features its not give me satisfaction because iam a busy bussesman I have to roaming around the state and out side the state for my work, you may not believe that me and my friend going through this bike for our work we people move from home and go at list 100km per day and some time we go around 700km continue ally this bike for me was so lucky because the bike I have get so much opportunity form the bike so my bike for me give me full satisfaction along with this price I have buy it on 2009but it was present also in good condition after so rough use so it was the best bike for me"
Bajaj Platina 110,4,khan,4,Superb mileage approximately 70 kmpl 
Bajaj Platina 110,4,its good as compare to price,4,It is good as compare to its price . I will sugges you all to take this product becouse it is to ride and other features like milege and very easy to oprate the bike in this range i will say this is the best product Its design is just fab. The seat is pretty comfortable. It can be easily handled and controlled. Its not much heavy as well.The brakes are pretty decent too.The engine also is quite good. It gives mileage of 60kmpl. Bike is very good for daily commuting.  Only maintenance is a disadvantage. Best fuel efficient bike in this category.It is a Economical bike because its prize is very low.A fight till the end of petrol. Platina is 4 stroke bike and 100 cc engine. Platina is not good looking bike and not very comfortable.The look of this bike is not good. One of the best fuel efficient bikes that comes in budget which is under. A good thing about platina is we can rely on it in a long trip as it’s actually too comfortable for ridingIt has a good suspension
Bajaj Platina 110,4,Best in mileage,4,Bought it 5 years ago.
Bajaj Platina 110,4,Good bike platina,4,This is best bike ever  .of bajaj and this give the great average of the 85 km\g 
Bajaj Platina 110,4,Bike with great mileage,2,"Bajaj is one of the valuable bike manufacturer  who build bike with  great mileage (80 Kmph).The price of the bike is lower compared to other bike in market. Never expect a great pulling from the 100 CC Platina. But even a single person can ride with comfortable.Service cost of the bike is less compared to other bikes of same manufacturer. You can trust Bajaj  Platina as you need a bike with good mileage. I need to change the speedometer and cables after 15,000 Kms. of running. Also need to change the Chain and Sprocket after 25,000 Kms of running. No other spare parts replacement come in my usage. The tyres come with alloy wheels. If you  use  bike   daily for going office or other work the bike never steal your pocket. If you are living in Hill area, I never suggest this bike for your use because its engine power is lower . The manufacturer focused mainly in mileage  and not in power.  The bike with Trailing arm with co- axial hydraulic shockabsorber is not so bad. It has 11L petrol tank."
Bajaj Platina 110,4,bajaj platina bike review,5,"I had used more than 8 to 10 bike  during different road conditions but the bajaj platina was top amongst all other bike because of fuel efficiency and load carrying capacity .The new Bajaj Platina ES comes equipped with a 102cc, four-stroke, single cylinder engine that is naturally cooled by air. The new motorcycle is equipped with a thumb-starter that does not require the clutch to be engaged when cranking, and does so with no fuss at all, to settle into a quiet idle.s model is known for its best design .The Platina ES is long and sleek in the flesh, with a refreshed front fascia that it largely carries forward from the regular Platina. But overall, the ES is almost completely redesigned. The bright red motorcycle provided to us looked smart in the flesh. Its front cowl is reworked to form a solid panel now - the black visor seen on the previous model has been dropped. Protected by the cowl is an old school, all-analogue instrument panel, displaying a speedometer, odometer and a fuel gauge via twin chrome-rimed meters. Handle grips are soft to touch and are of decent quality, so are the black levers. Mirrors work well to provide a broad view of the approaching traffic. The well-curved fuel-tank has a filler-cap hinge provided for convenience. Moving on, a long, flattish and dual-tone saddle is provided with a grippy seat-cover for the rider and pillion. Body-coloured grab handle make way here."
Bajaj Platina 110,4,Bajaj Platina Review by experience,5,"Engine type	Air cooled single cylinder"
Bajaj Platina 110,4,What a bike in these days. clearly money saver.,4,This bike is the bestest bike. I mean which bike can give milage like this one. When my father gifted me this bike on my 19 birthday i was full of surprise that time. That time i thought that this bike is not the best and it is ok for me but when i start riding on this bike i mean what a felling came even i can't mention. Wow this bike is the father of all bikes in milage.No tension of filling the fuel again and again. I remeber when my father and i often goes to amritsar on this bike we just fill our petrol tank with 1.5 litres of petrol and this bike does not need even 1.5 litres.When we return we often see about 0.5 litre of petrol left in the petrol tank.Now  a days petrol and diesel prices prices are rising day by day and with this bike you don't have any tension about petrol prices . Thankyou a and my main opinion for this bike is the mileage.
Bajaj Platina 110,4,Bajaj Platina-Review,5,I have purchased Bajaj Platina on November 2014. It is the best bike with great mileage and great comfort level. I am living in Ahmedabad and traffic is very much in my city. I have purchased it on EMI from nearby Dealer. Below are the pros and Cons of Bajaj Platina Bike.
Bajaj Platina 110,4,satisfied with platina...,4,"i amreall satisfied with this bike.Bajaj Platina is a mileage bike with 96 kmp which is really commendable.t supports both self start and kick start both.ir is very much user friendly. Overall it is a good bike considering the price and can be a best choice for one who are looking for lightweight, easy to handle and a mileage bike."
Bajaj Platina 110,4,A Good Bike But It Depends.....,3,"My experience is that this is good if you are 1. maintaining it well (dont go on low maintainece cost as suggested by many like 1800 in four years). Timely oil change and servicing will do good. 2. In one hand - you share it with many guys and the result will be not far. I required engine work at 38000 km only, because I handed the keys to many guys over this period.   No doubt with guys on this forum who rode 60-70000 kms and happy because this is really good. Fuel wise very economical. In initial days, before 1st service, it was giving mileage around 90 kmpl. But very soon it comes around 60. after 2 servicing I say. I spent a lot of time, I remember, in bajaj service centre, arguing, why it cant give a mileage now what it was before, but to no avail. If you are lucky and maintaining it in true way, may be you can get 70 also.  :-( Disadvantage:- very light weight, I remember times, when I turned more than 90 degree when I applied sudden brakes. But again, you will not expect it to be behave like a sporty bike, so I close this point. After I purchased this bike, I rode a lot Hero bikes, Splendour and Passion. After that the general observation I make is that you should not go for a 100 cc bike first. Even if you go, take splendour. As I see, all bajaj bikes makes a kir-kir sound whereas the Hero bikes make a sound of drum. Pickup and silken touch of excellerator another good thing of Hero’s bikes and Brakes are also good. After a couple of years of bachelorhood spent  with this Platina, and after marriage also, as a normal office goer guy who also carries his wife on pillion riding, I would suggest go for a 125 cc not bajaj bike. Passion is a great bike. We saw a lot of 100 CC bikes but all are failed and wherever exist, gives a pity look. like CT-100, TVS-Victor etc, Platina has not met that fate, but you cant say for how long. Hero Honda earliest CD-100 SS was a good bike, but the remodelled CD100 looking small built like Yamaha was a big flop. Go for 125 cc bike, and that too not from Bajaj. Bajaj’s strength in market is due to Pulsar."
Bajaj Platina 110,4,good avg bike bajaj platina,4,"Dear Concern i am using bajaj platina 100 cc bike last 6 year and no dought it's performance is very good and cost effective,low maintenance high average bike for lower distance it's create problem when we going for travel long distance due to engine quality not so good as my expectation  but mileage is very good so that according to me at this price very good bike It gives a strong pick in third gear with a single rider while with two rider on 2nd gear. It also works with automatic transmission which can control the bike by simple acceleration and a brake. The rear and front drum brakes can bring the bike under perfect control in any riding mode. The bike gives a decent mileage of around 60 kmpl but can gain 75-80 kmpl by third service. Under standard test conditions of the manufacturer, it obtains 108 kmpl.The entry level bike Bajaj Platina 100cc was launched as the cheapest bike in its segment to compete with Hero Honda. Since its launch the bike has got popularity among the buyers both in India and outside due to its reduced cost and presentation. The bike has many executions like body panels, fairings, and electronics, similar to former Bajaj Wind 125. Platina 100cc has been in great demand by the customers for its gorgeous style, stunning performance, outstanding mileage and negligible expenses in its range. The bike attracts the youngsters giving them a suitable personal choice for their daily commute."
Bajaj Platina 110,4,Best For workers,4,"suspension of the Platina is absolutely impressive. seat is pretty comfortable even on a prolonged ride and long enough to seat two comfortably.the bike comfortably cruises at 50-60 km/hr, though overtaking does need some planning. The vibrations from the engine are well contained.the Platina ES is well priced and with the high fuel efficiency, is a good value for money product too."
Bajaj Platina 110,4,Platina,3,"The platina is a bike with a slim look and it is a useful to ride free. It is a bike with a excellent mialage. it is also used for a family's and also for a youth . it is a bike of different colours like red,white and etc.. It is a bike of very weight less and a  easy of going . A rider must feels a comfort of riding the bike of any way  with a long or a short distances . A bike carry's a 3 members in a seat comforts a free space. A bike should over goes a smooth sound it is a comfort to a rider when he rides a bike in the way of long travels and in a easy way . Now you of a every one must think in a way to buy a bike to ride in a easy of a way to a ride. So u can now to a very less cost for a bike to buy in a show room . A new bike make you a joy of a ride with in a roads ."
Bajaj Platina 110,4,Average bike with very poor brakes,2,Ist we talk about its engine... it has very low power which is not comparable to 100 cc & very poor acceleration.
Bajaj Platina 110,4,"A very good bike, Ma$ter is Mileage !",4,"My experience is that this is good if you are 1. maintaining it well (dont go on low maintainece cost as suggested by many like 1800 in four years). Timely oil change and servicing will do good. 2. In one hand - you share it with many guys and the result will be not far. I required engine work at 38000 km only, because I handed the keys to many guys over this period.   No doubt with guys on this forum who rode 60-70000 kms and happy because this is really good. Fuel wise very economical. In initial days, before 1st service, it was giving mileage around 90 kmpl. But very soon it comes around 60. after 2 servicing I say. I spent a lot of time, I remember, in bajaj service centre, arguing, why it cant give a mileage now what it was before, but to no avail. If you are lucky and maintaining it in true way, may be you can get 70 also.  :-( Disadvantage:- very light weight, I remember times, when I turned more than 90 degree when I applied sudden brakes. But again, you will not expect it to be behave like a sporty bike, so I close this point. After I purchased this bike, I rode a lot Hero bikes, Splendour and Passion. After that the general observation I make is that you should not go for a 100 cc bike first. Even if you go, take splendour. As I see, all bajaj bikes makes a kir-kir sound whereas the Hero bikes make a sound of drum. Pickup and silken touch of excellerator another good thing of Hero’s bikes and Brakes are also good. After a couple of years of bachelorhood spent  with this Platina, and after marriage also, as a normal office goer guy who also carries his wife on pillion riding, I would suggest go for a 125 cc not bajaj bike. Passion is a great bike. We saw a lot of 100 CC bikes but all are failed and wherever exist, gives a pity look. like CT-100, TVS-Victor etc, Platina has not met that fate, but you cant say for how long. Hero Honda earliest CD-100 SS was a good bike, but the remodelled CD100 looking small built like Yamaha was a big flop. Go for 125 cc bike, and that too not from Bajaj. Bajaj’s strength in market is due to Pulsar."
Bajaj Platina 110,4,Average bike with very poor brakes,2,Ist we talk about its engine... it has very low power which is not comparable to 100 cc & very poor acceleration.
Bajaj Platina 110,4,Average bike with poor brakes,2,"am using this bike, Bajaj Platina, for more then 3 years. And I am completely dissatisfied with its performence. Here is my detailed review."
Bajaj Platina 110,4,THANK YOU BAJAJ,4,"first of all thanks to bajaj for giving such bikes like platina,pulsar,discover etc."
Bajaj Platina 110,4,Lambi race ka ghoda....,4,Bro yes the bike is light in weight but thre is a very nice quality... So I always called it lambi race ka ghoada.....yep ...the milage of the bike is very nice..one liter of petrol =70rs and I can travel from bhind to gwalior.. Cheaper than travel by bus...if u are tow people's than amazingly cheaper for u...so if u are going to buy a higher milage.. U can go for it...happily thre is also some brand to comparison ti this but I will sujest this byk only if be talk about pick up it is good as u pay for it..in market thre is many bikes but in a cheaper way this is a good choice may be thre is the problem with the weight but only reason the milage bus balanced so if your purpose is just ride for lighter view u can go for it...if u will compare with other bike in this segment u will got far ahead this bike...in many wayss..and it is your right to think about all type of byke and compare with this after think about it..good by...
Bajaj Platina 110,4,very good avrage bike,4,"Style Easy to ride, nice features and looks different in the crowd (of 100CC Bikes)."
Bajaj Platina 110,4,SUPERB MILEAGE,4,Bajaj platina is one of the great mileage bike in India. Easy handling and riding. More comfortable seat. Low maintenance and cost efficient. All the automobiles part are easily available in market and after sale service is also good. My bike mileage is 65-70 in city and 75-80 on highway. Fuel tank capacity is also good 12 litre. And  looks is good. Five gear box and self start.
Bajaj Platina 110,4,Bajaj platina,5,This bike is a best for average. It is a good for ride
Bajaj Platina 110,4,only for mileage.....,4,"Style Easy to ride, nice features and looks different in the crowd (of 100CC Bikes)."
Bajaj Platina 110,4,Bajaj platina,5,"This is a good for ride.this bike maintenance very low.this bike average is very good.it is 80km/ltr.this bike pick up very very goodThe bike is perfect for Indian roads and it is having the competitive pricing. I love the simple looks of the bike and most significantly the bike is having a perfect price that is good to travel on the city roads. The appearance of the bike is perfect and it is smart tooThe bike is perfect for Indian roads and it is having the competitive pricing. I love the simple looks of the bike and most significantly the bike is having a perfect price that is good to travel on the city roadsI bought the Bajaj Platina three months back. I need to ride for around 100kms every day. This bike has got excellent mileage and is available at low cost. Therefore, I opted for this bike. I am not much happy with the braking system of the bike and wish for some improvement in it."
Bajaj Platina 110,4,my experience of bajaj platina .,4,"I have 3 bikes bajaj platina ,hero honda and suzuki.  But I like bajaj platina bike from its some good things and some other things of this bike make me disappoint when i ride it  So  i want to share here about my bajaj platina bike experience and its some bad and good things :-"
Bajaj Platina 110,4,awsome bike ..,5,"Bajaj Platina is a mileage bike with 96 kmpl. It comes with a 102 cc engine.It has a torque of 5000 rpm and power of 7500 rpm. This bike has 4 speed transmission with a top speed of 90 km/hr. It has a fuel capacity of 11 litres. It does not have disk brakes. It supports both self start and kick start.It is available in black, red and blue color. Overall it is a good bike considering the price and can be a best choice for one who are looThe stubby handlebar is accompanied with the never before soft handgrips, I wonder why Bajaj is not giving this small but very crucial feature in all of their bikes. I personally never like the hard plasticky handgrips of all Bajaj bikes including KTM Dukes. The new Platina also has forward set footpegs, which with plush long seat and soft handgrips actually make your ride very comfortable in both the Worlds.king for lightweight, easy to handle and a mileage bike.In our acceleration tests, it managed the sprint to 60kmph in 8.28 seconds and went on to a top speed of 87.1kmph.I am stratified Bajaj Platina 100es motorcycles I Love My Platina motorcycles my life."
Bajaj Platina 110,4,Bajaj Platina The Cheapest Bike.,3,"I had brought this bike in the year 2008, because i did not have that much capital at time time so in 40k the only bike available is bajaj platina. The bike has 100cc engine, alloy wheels, analogue speedometer, kick start. As all know this mileage mention is of 100kmpl which is true, which make it cost worthy in this period of increasing petrol prices, The major drawback i got in this bike is it is very light weight because of which it becomes impossible for the bike to gain speed, yes it has good mileage but poor speed also, After three to two years its engine starts making sound which indirectly means that you have to start saving some money for the bike every year. So although it is the cheapest bike but the quality is also very cheap. Now a days lot more other bikes are available in the market at same price, So i suggest you to got to some other option in 40k bikes or add some more money and buy a good one, because its better to invest money at once instead of investing every year."
Bajaj Platina 110,4,Bajaj Platina the best low budget bike ever ,4,I am using Bajaj Platina since last three months. I like it because it is Cheap in price and also give a very good mileage which is not possible with other bikes in this price range. It has comfortable seat and which is long enough so two or three people can sit easily without any problem. The new look of head is also a killer feature which I liked. The most important thing is that it can run about 90 km in one litre of fuel. That's the mileage is not just good it is the best. The only thing that I have faced that if we load something heavy article or goods on it then it doesn't perform too good. It has nice engine. AND now it also coming with many features. It ride well on roads well built means it is not too good for rural areas. But since it is cheaper and gives good mileage so I will recommend it if one has low budget and want to buy a new bike then it is the best. It looks stylish than other brands bikes in this price range. 
Bajaj Platina 110,4,Awesome bike,4,"Me and my father used bajaj platina bike continuously for two years. Petrol consumption in this bike is very low.Engine of this bike is very awesome. Look of the bike is average but new models of this bike is very awesome.seats of this bike is average in compare of other costly brand bikes.This bike is not compatible for running at 100 km per hour.service of this bike is very awesome.For a normal family,this type of fuel compatible bike is very good.we send this bike for servicing after 5-6 months.After servicing,performance of bike is awesome. But my bike is not self started.so we can't say it a smooth experience but instead of this ,my bike is start in a low kick.It is a very good thing.Clutch of bike is not so hard.in the end,my bike is very awesome and I love it .miledge of bike and average is unbeatable."
Bajaj Platina 110,4,Superb bike,5,"Hello friends.. Bajaj platina bike bahu hi badiya hai, average to kamal ki hai 80-85 km/litre. Chalne mein mast hai, maine platina pe long drive bhi ki hai. . long drive pe ispe aadmi thakan bhi nhi mehsus krta, 100 cc engine wali ye platina bike ko main to 5 star deta hu.. Superb bike.  "
Bajaj Platina 110,4,like this bajaj,5,"Iam pankaj I m using bajaj all models because paltina is very useful bike they give highet averagej Auto that once had quite a big market share in the commuter segment, gradually started seeing dip in their sales due to some really capable products launched by Hero and Honda in the entry-level space. The company's cheapest offering the Platina 100 - however, is doing good business, but it sales have been constantly dropping due to high demand for Hero Splendor, HeroPassion and Hero's Dream series. To counter its rivals, Bajaj has now launched the 2015 ES Electric Start variant that is claimed to be the 'World's Mileage Championwering the Platina ES is a new 102cc singlecylinder with Bajaj's DTSi technology and ExhausTEC. The similar engine also powers the Discover 100M, but in a higher state of tune 9bhp and 9.02Nm. In the case of Platina ES, the engine is tuned to return 8bhp and 8.7Nm.In terms of design, it looks largely similar to the current Platina except for new side panels, new exhaust, slightly different headlamp design and new graphics."
Bajaj Platina 110,4,Bajaj Platina ,5,Bajaj palatina is on of the best range bike in this value this is oe of the slim bike . it is better for save money . bajaj platina is the is nice choice for weak peaples bajaj is the worl's famous compny in making bikes. Bajaj platina black model is very attractive  but this bike is not carry heavy loads due to plastic sqare parts but eassy three per sits. This is a fationable model for those persons who want more fationable bike this bike is not only attractive its also save your petrol this bike's awerage is better than all other awailable bikes in indian market. I have been using it from two years good experience with this bike its also fit for village area roads if you are villager then yiy can buy and use it with high exoerience with this quite bike very nice bike
Bajaj Platina 110,4,Bajaj Platina ,5,Bajaj palatina is on of the best range bike in this value this is oe of the slim bike . it is better for save money . bajaj platina is the is nice choice for weak peaples bajaj is the worl's famous compny in making bikes. Bajaj platina black model is very attractive  but this bike is not carry heavy loads due to plastic sqare parts but eassy three per sits. This is a fationable model for those persons who want more fationable bike this bike is not only attractive its also save your petrol this bike's awerage is better than all other awailable bikes in indian market. I have been using it from two years good experience with this bike its also fit for village area roads if you are villager then yiy can buy and use it with high exoerience with this quite bike very nice bikebike golden aportunity for low budget peaples 
Bajaj Platina 110,4,BEST BIKE IN STYLE AND IN EXPRIANCE TOO,4,I have been using bajaj platina for last 12 year. This is the best bike I have ever seen or used. My experiance is faboloous. In apearance it is avarege bike you can say its modrate . neither it is old model nor its is new model.
Bajaj Platina 110,4,Good bike,1,I use palatina bike for many time and it is very good bike And so that i used id for long time And the maintain us also low in this bike and plpick up is good in this bike And other future is also good And avareage is also very good And so that i like And petrol use is very low in this bike And pick up    nice bike and look which is also good bike And so that many person like this bike And so that bike is wonderful And  bike desion is fine nice bike good i like it
Bajaj Platina 110,4,bajan platina.,5,"No need for frequent service. Never gave any problem in starting. Less weight, so it is easy to handle on city roads. Average mileage in city of around 55 to 60 kmpl. Engine does not give any problem even after very long drive. I drove continuou No need for frequent service. Never gave any problem in starting. Less weight, so it is easy to handle on city roads. Average mileage in city of around 55 to 60 kmpl. Engine does not give any problem even after very long drive. I drove continuously for 400 kmpl from bangalore to coimbatore. Its worth for moneyGt Platina 100 at Jan 2012 and using till date...G8 bike wt ultimate mileage even though m not a commuter..Reliable Gaadi wt decent styling at a great price point..Nt even spent a rupee for maintenance even after 18 months apart for regular service.The Platina will soon complete a decade since it was born at Bajaj Auto here in India.The motorcycle has helped Bajaj garner substantial sales volume, as it is one of its most fuel-efficient and low maintenance offering in the entry-level motorcycle segment. Bajaj Auto recently hopped on to the right path by launching two motorcycles - the Platina ES and the refreshed CT100 - in the entry-level segment, not only to offer variety, but also to cater to this vast market."
Bajaj Platina 110,4,Superb and cost saving,5,"My platina is gifted me by my father, that is the first reason why I love it most. Also if we talk about mileage it is one of the best bike I have ever seen.We can seat comfortably and enjoy the ride.Even in emergency it has helped me to hospitalise my friend.As we know long seat is very useful to carry something with one person.My platina gives average of 80 which saves my transportation cost which is nowadays too costly.it is 5 years I have been using platina and not a single time it made me sad or upset, not a single complaint.In other words platina is super and duper for my biking experience.As we see craze of bikes is tremendous, youngsters use to buy costly bikes which are not so affordable.So as to conclude this is one of the best bike in my life."
